DOI,Cited Paper ID,Paper DOI
10.1038/s41598-024-71925-y,9071662a141e2b37ee749a4130c014c4840547f1,10.1101/308510
10.1038/s41598-024-71925-y,8bf8656213219a30934c7811e04710b58d0baa70,10.1152/jn.00787.2017
10.1038/s41598-024-71925-y,ffd6cb88d390b79364cdc26c2e60fef348bab531,10.1162/jocn_a_01108
10.1038/s41598-024-71925-y,ef3862eab8957bbd3c8c502e93fc05ecde79f0d5,10.1016/j.nlm.2017.02.015
10.1038/s41598-024-71925-y,513efe48660e810937ee53a82ab503ca3845a547,10.1371/journal.pcbi.1005023
10.1038/s41598-024-71925-y,807649f9ca7f00cab454edb19f607bf9dddeceb6,10.1152/jn.00066.2015
10.1038/s41598-024-71925-y,ed883fa2b02e2d7c0a335ad63854ca9275857c13,10.4992/JJPSY.85.13235
10.1038/s41598-024-71925-y,1248a698c93c613d4d0d744f580d98c6b7c9852e,10.1371/journal.pone.0072741
10.1038/s41598-024-71925-y,5630fb2a3c0b58aa7d03dc3b3fea8112fd6e0da7,10.3389/fnhum.2013.00225
10.1038/s41598-024-71925-y,409457b1742fc7ce1d9270a265c4878181d8efbe,10.1371/journal.pone.0064332
10.1038/s41598-024-71925-y,58c7f0839b2ad5d327b97e672de125d47280d953,10.1152/jn.00177.2012
10.1038/s41598-024-71925-y,fc91ba123a8242ed3b3ed7633b46204defa166b2,10.1146/annurev-neuro-060909-153135
10.1038/s41598-024-71925-y,cb796fa2fdce12b442ea5c6017bd90351746f241,10.3389/fncom.2010.00011
10.1038/s41598-024-71925-y,8e63f4cae34085859a4e9b448b726cb1307fe53e,10.1152/jn.90545.2008
10.1038/s41598-024-71925-y,793ec60a17a3474b9b23f4268e7e34aad926206c,10.1037/H0033117
10.1038/s41598-024-69200-1,30a30d7de7d10b21040e42568efea304b555f97e,10.1007/s12311-024-01693-y
10.1038/s41598-024-69200-1,dfc12c6556fff35ad42f7cef3f14adfda37672a0,10.1016/j.humov.2023.103150
10.1038/s41598-024-69200-1,b6331574aeb2cbdcee7180925f67c84593e2e18f,10.1038/s41467-023-39536-9
10.1038/s41598-024-69200-1,ba5a1cbf7f4ed8ba5cf2a6f4115688cd0c825a96,10.1016/j.plrev.2023.07.006
10.1038/s41598-024-69200-1,229a52d765b792429b043466915369fabec6afae,10.1016/j.neubiorev.2023.105228
10.1038/s41598-024-69200-1,a4247f92d5ea5e221b3b3813e2ec92ce0e393b0e,10.1098/rsos.220581
10.1038/s41598-024-69200-1,95a68422697f57e14b80660d533860fc94a1e590,10.1101/2021.10.21.465196
10.1038/s41598-024-69200-1,cde0d7cd83c1fa797e902ff986b399234c4fb374,10.1016/j.humov.2022.102958
10.1038/s41598-024-69200-1,826b28ea6bc16ae54637a7d8f06b4ecc10d917f7,10.3389/fnhum.2021.755748
10.1038/s41598-024-69200-1,cdff89043a11af12706080ed0cf932f532055680,10.1038/s41583-021-00528-7
10.1038/s41598-024-69200-1,daefa157fceb68edab474bd12eca2d64b36a97fe,10.1016/j.neulet.2021.135812
10.1038/s41598-024-69200-1,bdec029085a4d4a1839f36f30ce841737a7082ae,10.3390/brainsci11020187
10.1038/s41598-024-69200-1,13fae64fb8f2961ea256d6b507608bb938208580,10.1016/j.neubiorev.2021.01.007
10.1038/s41598-024-69200-1,d86e79c68725bdedc5b4da80eda8f750b1335234,10.1152/jn.00197.2020
10.1038/s41598-024-69200-1,47b5e585fff9c1f078a23fabbb2efe4de6fc560c,10.1007/s00221-020-05795-x
10.1038/s41598-024-69200-1,326e35062d2e5aefee4ad043e42e26928021d586,10.1016/j.neures.2020.02.007
10.1038/s41598-024-69200-1,f4b2f753c05e2571834a758fd0787f6302f96176,10.1038/s41598-020-60066-7
10.1038/s41598-024-69200-1,b912a3b386c2df834a6ddd85cbdb953cefd17cb6,10.1016/j.neulet.2020.134757
10.1038/s41598-024-69200-1,75e01f78cf796a42a07563dd93d0ce863bb87d23,10.1007/s00422-019-00814-9
10.1038/s41598-024-69200-1,f08d40aa9fad0b054662bde0212f491a643809c0,10.1080/14763141.2019.1671486
10.1038/s41598-024-69200-1,fe6e2e32662827520da055aa29781747a7c76ce2,10.1152/jn.00119.2019
10.1038/s41598-024-69200-1,131a44a5814b654fb54cd5c1220d2b171580bf50,10.1152/jn.00011.2019
10.1038/s41598-024-69200-1,4d21b2cbc24aa03d5d7795cece24662d66e1e66b,10.1177/1545968319847963
10.1038/s41598-024-69200-1,9858c2ea80822f46f7b135d020dbd5d2540b206f,10.1038/s41598-020-76805-9
10.1038/s41598-024-69200-1,d8e508e5167cbbc52a24f30d762a13d5f6a84ecc,10.1007/s00426-020-01308-1
10.1038/s41598-024-69200-1,16a40fa2b4fcacf98e2664d01a45d2bd9facb244,10.1177/1545968319826050
10.1038/s41598-024-69200-1,1093076b0bee0be0e8c436da5d0daf044279ed6d,10.1177/1747021818781772
10.1038/s41598-024-69200-1,e05a716f31d4fb51ea1254e5095adb41d0f05af7,10.1016/j.neuroimage.2018.02.014
10.1038/s41598-024-69200-1,91cdca2768f75cbe2c0eca3c6b322a1624ce8283,10.3389/fnhum.2017.00618
10.1038/s41598-024-69200-1,182216d47703cc6ebffa4aa8b5742b04af920480,10.3389/fnhum.2017.00505
10.1038/s41598-024-69200-1,e8b7cf53bbabf10a9bb7fdbe7f24730fbd0a7982,10.1186/s12984-017-0305-3
10.1038/s41598-024-69200-1,4741b9f50c150506ba77201da630df193bc95441,10.1146/annurev-neuro-072116-031548
10.1038/s41598-024-69200-1,333e66f15ad667151d1018ad126656e7906398d7,10.1038/s41598-017-07078-y
10.1038/s41598-024-69200-1,e1f023b1a796850c2fc208cc6043c1904b422b8d,10.1002/hbm.23663
10.1038/s41598-024-69200-1,f0472e909f7a43c0cb340e356571ecd571a7abfe,10.1016/j.neulet.2017.02.033
10.1038/s41598-024-69200-1,c42779ec81a827aaec882e35993262b2cfc3758f,10.1016/j.neuron.2016.12.041
10.1038/s41598-024-69200-1,3278209ddd68627cf717a3023576afec8476b4ad,10.1037/xhp0000303
10.1038/s41598-024-69200-1,a4862568e557014ca5f9ae23277987faff0aa832,10.1016/j.neuroimage.2016.09.014
10.1038/s41598-024-69200-1,16e55d59df03701bd88ea20c6a8ab166ca88b184,10.1073/pnas.1613383113
10.1038/s41598-024-69200-1,e7b4604752606ddee957b2d8900960550b815286,10.1371/journal.pone.0158606
10.1038/s41598-024-69200-1,773be2fccc6f1257cb7c2ef841394e24ac97c28a,10.1037/a0039980
10.1038/s41598-024-69200-1,ce9347a2e9b83c00429842a6fbbc47a8d6ffdc5e,10.1109/HUMANOIDS.2015.7363590
10.1038/s41598-024-69200-1,7d7f55e9ef558452bfeab488e54dbb91ebabeebd,10.1186/s12868-015-0207-x
10.1038/s41598-024-69200-1,d3077f5dfdd040fad885913df8143dc037edee20,10.1016/j.conb.2015.04.004
10.1038/s41598-024-69200-1,81da8f0f39ab74ab5739a435836181e8f0b93895,10.1093/cercor/bht285
10.1038/s41598-024-69200-1,9c207457a326e864395f7f82bb2c4d452d390e01,10.1016/j.tics.2015.02.003
10.1038/s41598-024-69200-1,536b33a20f33f3e43891544cefb9addf25f2c986,10.1038/ncomms6925
10.1038/s41598-024-69200-1,00501b549bf05e30a4df6aba7176f3e022637326,10.1109/IROS.2014.6943187
10.1038/s41598-024-69200-1,fe76c167920898330a66e3f2509ff1cd41e231bc,10.3109/03091902.2014.909540
10.1038/s41598-024-69200-1,212161c5e3d0556806e1348141c184ffa2c7ec02,10.3389/fnins.2014.00150
10.1038/s41598-024-69200-1,0dfa58f1dd1d8a21c8288eb674824af14f140383,10.1111/j.1600-0838.2012.01503.x
10.1038/s41598-024-69200-1,b844737636edf371c2351c5e9b0e153173f5a95b,10.1038/nn.3616
10.1038/s41598-024-69200-1,1447fe8dc5e08f4a6bad99d2730347dd5a134354,10.1016/j.eswa.2013.05.041
10.1038/s41598-024-69200-1,9adbc8f9fc02d4173924d063f104a799df6cd0af,10.1016/j.neubiorev.2013.06.003
10.1038/s41598-024-69200-1,706bcb9dbe2f9376e32bee4c7336f5c20265b6cb,10.1080/00222895.2013.808604
10.1038/s41598-024-69200-1,a11f201253388cc84e83290f12e2fec2ac39912f,10.1109/TPAMI.2012.253
10.1038/s41598-024-69200-1,4fa08d747c3e0398d96232f553278cb82b77ce44,10.1080/14763141.2012.738700
10.1038/s41598-024-69200-1,3c51ecb94bd0c6c83c8fbc090a0499f0d6f2b071,10.1007/s00422-012-0527-1
10.1038/s41598-024-69200-1,a904214d96f5173e5c6f3617e87038c2bbc19b61,10.1152/physrev.00048.2011
10.1038/s41598-024-69200-1,1b1cda6959ccc39dd19acf1c4a7e792a066de9eb,10.1080/00222895.2012.656158
10.1038/s41598-024-69200-1,6b92156c9e6ea53dec9e4941b62c11a1fbda485e,10.1177/0278364911428653
10.1038/s41598-024-69200-1,a9d028a38a429092c4f904ddce07cdd4605cce35,10.1371/journal.pone.0031770
10.1038/s41598-024-69200-1,06678f86f3fb1700d63dacd94f8c478f7612c758,10.1007/s00221-012-3000-4
10.1038/s41598-024-69200-1,ebba6d8eb60a0b591167f4f8ede4398df42de50a,10.1038/nrn3112
10.1038/s41598-024-69200-1,7768af65147d132189a1145a1e5a1d4897b0a16f,10.1523/JNEUROSCI.2982-11.2011
10.1038/s41598-024-69200-1,d4a23c4b54d731c7f0afcf4c7fa543151dadc30c,10.1016/j.neuron.2011.10.008
10.1038/s41598-024-69200-1,7bfae92c2061ef086c5fe6463f44411ab58b2c7c,10.1016/j.humov.2011.06.002
10.1038/s41598-024-69200-1,a76cee6af908970e6c0b9b72a68918b4aa78037f,10.1016/j.conb.2011.06.012
10.1038/s41598-024-69200-1,c47ce6b7d467c5234859e8abfaa0922c1c90e8c3,10.1109/WHC.2011.5945509
10.1038/s41598-024-69200-1,d48a32e01ed4119e4605a8674d8541e944d6ced2,10.1371/journal.pcbi.1002012
10.1038/s41598-024-69200-1,aa365463fcb31d8fe0a8389fa0c44f48a3de2a04,10.1080/14763141.2010.535841
10.1038/s41598-024-69200-1,ebda6b25b9f435050535f04cd9851b6889e974f5,10.1007/s13218-010-0064-9
10.1038/s41598-024-69200-1,f55c6adef2aade497f65a3cd43589be754c10863,10.1007/978-3-642-13769-3_27
10.1038/s41598-024-69200-1,9a0b35871bbe9afa94e50b3986ffe190833b22e3,10.1016/j.cub.2010.04.035
10.1038/s41598-024-69200-1,91604719980e991d199fdd68f2e87b47bee447b4,10.1109/MRA.2010.936961
10.1038/s41598-024-69200-1,c09f9e60b233812f6cd164c4128bd5ac61903a29,10.3758/APP.71.7.1439
10.1038/s41598-024-69200-1,10b0d3b8132f9d7b3c800ec40e55b1a3e3502541,10.1037/a0016868
10.1038/s41598-024-69200-1,2e1299ee9920b1153dbe27c5876281b426328b37,10.1016/j.neuron.2009.06.025
10.1038/s41598-024-69200-1,b7cc042c6b180f509f8d5460cea6d06a30aef698,10.1523/JNEUROSCI.5734-08.2009
10.1038/s41598-024-69200-1,171737b8eb9ea2cbf26011905596e17c81d19634,10.1038/nrn2621
10.1038/s41598-024-69200-1,4d392eac7567f8033c33ffd42b15b6e6ba634d0d,10.1073/pnas.0805413106
10.1038/s41598-024-69200-1,a48825de807919f386f23c1d535c92f0c78d6f0c,10.1080/19346182.2009.9648510
10.1038/s41598-024-69200-1,8e3a754d6635a7bbc1cd5256b8606bd7fd008a1b,10.1097/WCO.0b013e328315a293
10.1038/s41598-024-69200-1,40282640473f46fd17283a55a5a4acedd0bd5d68,10.1016/j.neuroimage.2008.04.025
10.1038/s41598-024-69200-1,013bd8ad2963c901895bf76e4765b607f2c8f0b5,10.1038/nrn2258
10.1038/s41598-024-69200-1,89add45c9caad711b1972a5dab9d3f83a1c40ae4,10.1007/s00221-008-1280-5
10.1038/s41598-024-69200-1,52658ce425afea29ad780f6f8ff51f6b56865b6b,10.1111/j.1460-9568.2008.06028.x
10.1038/s41598-024-69200-1,1b84a4f6e34827aa6d26a16f68c5592e4c39dd3b,10.1016/j.cub.2007.08.051
10.1038/s41598-024-69200-1,d03c93445691a95a52ca47839c25b3448b485c34,10.1016/j.conb.2006.10.005
10.1038/s41598-024-69200-1,949cdc1b652ab9dd4df9fc9dd0956a13292aa833,10.1016/j.jphysparis.2006.03.007
10.1038/s41598-024-69200-1,bf1f8415b61d0afe31b2e901e888866c5b7e4f96,10.1016/j.conb.2005.10.011
10.1038/s41598-024-69200-1,454a5eb1c688d4bd93ee1d13d5a6e0f4f1adf6c9,10.1016/j.conb.2005.03.004
10.1038/s41598-024-69200-1,edac684770560ecb99013f1bd914e9143abbe6a4,10.1007/s00221-004-2149-x
10.1038/s41598-024-69200-1,05d2ef09d55c6791b791afaf988a455639a1bea8,10.1037/0096-1523.30.6.1032
10.1038/s41598-024-69200-1,4e2a1f362860b05b7f5bf26d4af1f7ca497a6f44,10.1123/MCJ.8.4.547
10.1038/s41598-024-69200-1,61d615a76d1cf65d13cf9fb3a7f542464cef9efe,10.1038/nrn1427
10.1038/s41598-024-69200-1,1eb65e96197949725b9db03ec383460528bf0c01,10.1016/j.robot.2004.03.010
10.1038/s41598-024-69200-1,cd295e598653c3630c75ea859c058de7210e22cc,10.1123/MCJ.8.2.111
10.1038/s41598-024-69200-1,66ed3eaa6ae8e7a0e48c268d579c890a2968c061,10.1016/j.tics.2004.02.002
10.1038/s41598-024-69200-1,538f85cd9b79c6ea6a1ecede4a468df30e63a852,10.1523/JNEUROSCI.4319-03.2004
10.1038/s41598-024-69200-1,d91ab74f023465f256c61c45fa7eeb69fda262d6,10.1152/JN.01020.2002
10.1038/s41598-024-69200-1,705348322eaa7cf29c5d275cbcd3b5377c14315e,10.1038/nn963
10.1038/s41598-024-69200-1,8b8a5876a7a054d1a2821b22af78faab13d3b805,10.1098/RSTB.2002.1101
10.1038/s41598-024-69200-1,a512821e87a7db94b215ba4a946898042a538753,10.1038/nn822
10.1038/s41598-024-69200-1,b43948c6a5c70c596fd212f03319c41409d04101,10.1007/s00221-002-1072-2
10.1038/s41598-024-69200-1,45134f2ac92a7fd09fdb0f8d7b6fb4cbed4eb62a,10.1038/35102060
10.1038/s41598-024-69200-1,0c411121b4ee24fadcf3bc41ca984ce6b1615850,10.1080/713756012
10.1038/s41598-024-69200-1,9e95432a6bbaaa44c521a3f542f2828379b0e8d6,10.1109/ROBOT.2001.932899
10.1038/s41598-024-69200-1,7523da3b7e22d5a37265431f2b11d13237bdb3d3,10.1098/RSTB.2000.0733
10.1038/s41598-024-69200-1,57aba1772afb0c7e8338b4962d56e18c9dd23b34,10.1038/35037588
10.1038/s41598-024-69200-1,42a26f3c26a5f7755d914ce20c81fcbdec2f7a9e,10.1037//0096-1523.26.2.671
10.1038/s41598-024-69200-1,cb0d67646953cbeda0aa579d6831be21ecca9eb6,10.1123/JAB.15.3.318
10.1038/s41598-024-69200-1,28a53e3b322ef7e98b46ef6a3bed0a9cfc354f60,10.1080/00222899909600984
10.1038/s41598-024-69200-1,21e007eeb7eb88bc539826dfda875eebd5a55dfe,10.1093/BRAIN/122.5.855
10.1038/s41598-024-69200-1,f47188d04e2626c811e4b287064d211f81a76be8,10.1152/JN.1999.81.3.1045
10.1038/s41598-024-69200-1,dc19d325198236660f80311b27fb8b9db76ce623,10.1016/S0893-6080(98)00066-5
10.1038/s41598-024-69200-1,8a23d07522486e6fd4d7d1b29ca0bfe8bf8c2326,10.1037/0096-1523.23.4.1087
10.1038/s41598-024-69200-1,91dadcf77735d6a5fb5f1ac0a5b17d595b9ca2a6,10.1038/SCIENTIFICAMERICAN1195-92
10.1038/s41598-024-69200-1,7cb01758de95579f5fddded4fbf8ef7d4eb26172,10.1016/0959-4388(94)90138-4
10.1038/s41598-024-69200-1,83165c83d1ad77920e3e6f1ec5fa00373fdd9fd8,10.1109/70.338535
10.1038/s41598-024-69200-1,b709ae92d4a7e94895350c58811a59c41313fd03,
10.1038/s41598-024-69200-1,d469e3eeb99ccf05bd1303e6e4b46f818de09375,10.1037/0033-295X.86.5.415
10.1038/s41598-024-69200-1,634c9fde5f1c411e4487658ac738dcf18d98ea8d,10.1037/H0055392
10.1038/s41598-024-69200-1,5e17928a8a98c0b770b9f25f3ff5002df2c21af2,
10.1038/s41598-024-69200-1,55cf3bab67e59a122dd83359813fb3365f87fe5a,10.1016/j.jvcir.2014.10.004
10.1038/s41598-024-69200-1,494385501f52fe78e00b528d301a6b1b8ec34802,10.1123/MCJ.14.1.83
10.1038/s41598-024-69200-1,20e82e8de469661a67f2393e5dc590ddff9daa3d,10.1007/s11517-009-0544-y
10.1038/s41598-024-69200-1,6c64c3d01b56c8166232d0865781b2796af7ec65,10.1007/978-0-387-77064-2_16
10.1038/s41598-024-69200-1,2dbad25a402b914e2af86fadd26a57ccf0efc528,10.1007/s00221-001-0913-8
10.1038/s41598-024-69200-1,7da8e6d26ecb38a7a12355fde6a428b65d894c95,
10.1038/s41598-024-69200-1,32580f01d9b499f26876370b851bf0012992752a,10.1016/0006-8993(69)90278-9
10.1038/s41598-024-69200-1,6678d6658c3344a15ecb451f850308e963a47daa,
10.1186/s12984-024-01494-8,9698782c55477140e04eb1a605b5dc9abe088ea4,10.1109/TOH.2023.3330368
10.1186/s12984-024-01494-8,67c117b2b02ab4c215fb53de635f979f91e8a9a5,10.9734/indj/2023/v20i3403
10.1186/s12984-024-01494-8,adff9948429f72f93551a53afd1706257be94778,10.3390/healthcare11152225
10.1186/s12984-024-01494-8,892a43e2b4096e3a4cb34eceef93488afafc7ba3,10.1016/j.nicl.2023.103463
10.1186/s12984-024-01494-8,6a5587cbde1c453d06bae17f747364eac123aecb,10.1016/j.compbiomed.2023.106627
10.1186/s12984-024-01494-8,fcd06590465ddaa9c73b777fda0a5738aa62d953,10.1101/2023.01.25.525408
10.1186/s12984-024-01494-8,6671430f5f00f66de1753c08e14581816d16cad9,10.1038/s41539-022-00140-z
10.1186/s12984-024-01494-8,3ae9cd6360be63b4bae5be71a4bbd0aa064327ee,10.20338/bjmb.v16i2.283
10.1186/s12984-024-01494-8,655fb37df2f5d596b202a2bace1fc5db373bb6ca,10.3233/RNN-211243
10.1186/s12984-024-01494-8,685818e62bbe4697fbd8789ac90ebd50777c7bb3,10.1161/STROKEAHA.121.035494
10.1186/s12984-024-01494-8,34226ad9380ea975779fefc11113235d680b7013,10.1177/17474930211065917
10.1186/s12984-024-01494-8,ff7c291553b3d6b303ccb4c40fac096671aaa6ee,10.1186/s12984-022-01009-3
10.1186/s12984-024-01494-8,0df4f865cc808f6826f81ff832acb0c43e67f8b5,10.1007/s00221-021-06141-5
10.1186/s12984-024-01494-8,767f12224abb4c08fd15714c2826992222f9b1a2,10.2147/CIA.S290071
10.1186/s12984-024-01494-8,50d641ea8c6955c9cac29c99aed5423b38aeedbb,10.1002/14651858.CD006185.pub5
10.1186/s12984-024-01494-8,ce19de679ce0e0f2fc0ea6f4d712244f106bde1a,10.1080/09638288.2020.1752317
10.1186/s12984-024-01494-8,6b2b31a70b0c3c3f41409304054e0c3e65fdf968,10.1007/s13760-020-01304-7
10.1186/s12984-024-01494-8,8dcc838f2d515ae83d9277912f1316c4f46f68ff,10.1002/hbm.24793
10.1186/s12984-024-01494-8,be1ceb032fd856f8b84aaf55791f5933e65cdf19,10.1016/j.jbiomech.2019.03.014
10.1186/s12984-024-01494-8,fb9a5db4f25c0d18ee372a06b09019a286b782d9,10.1016/j.gaitpost.2019.02.019
10.1186/s12984-024-01494-8,42b6140baa0d861c1bd015a1d46851ca79b116cf,10.1016/j.cub.2019.02.049
10.1186/s12984-024-01494-8,f78d3ced66249345d97a189418b1fe529f719c1e,10.1007/s00221-019-05486-2
10.1186/s12984-024-01494-8,86907a4d2ca1b1ae25cc3fa13ef2407949861211,10.3389/fneur.2018.01002
10.1186/s12984-024-01494-8,66f91f309df2d42bd0860a8b1edc796e41e4c283,10.1016/j.exger.2018.07.001
10.1186/s12984-024-01494-8,9434d22dba64945843217ff51da730b243f29abf,10.1093/sleep/zsy138
10.1186/s12984-024-01494-8,e7150119172dc33feee8fa97fcae5480d2fb993b,10.1523/JNEUROSCI.2597-18.2019
10.1186/s12984-024-01494-8,5da1acc9e5a75a534959e3b6c212e6299682dc2b,10.7551/mitpress/9310.001.0001
10.1186/s12984-024-01494-8,1b0635158bc7ea8f2e8693731199b6f3d6702d04,10.1016/j.gaitpost.2017.04.032
10.1186/s12984-024-01494-8,bf43b7a497bc791088db94ab9ffe633d87b8e94e,10.1111/acel.12605
10.1186/s12984-024-01494-8,80e739c3beca447c73783ba73454b66d59b4316a,10.1016/j.apmr.2016.06.023
10.1186/s12984-024-01494-8,13527013ca2fe8f95a7ad51cdea0c6cc75097d94,10.1177/1545968316662526
10.1186/s12984-024-01494-8,1d7aa5234e53d16dc2b3cad5b6fcf347d1936b4b,10.14802/jmd.16062
10.1186/s12984-024-01494-8,1526e3a55df988268a27f5f0117955916be6252d,10.1161/STR.0000000000000098
10.1186/s12984-024-01494-8,4c605313d81637fb42498d88997a5032bdf09990,10.1080/10749357.2016.1183349
10.1186/s12984-024-01494-8,6d757dc72498bd3b89f2f8868804b5f80f468b56,10.1016/j.rehab.2016.02.001
10.1186/s12984-024-01494-8,013140cf6536d4e55dfa8cee27a939475a2f1138,10.1007/s10072-016-2474-4
10.1186/s12984-024-01494-8,40026b903a60556ac608adc26403d9134aa7d00c,10.3233/RNN-150521
10.1186/s12984-024-01494-8,433982785f9aeed038a3bf6a6221a0ccd1495948,10.1177/1545968314543652
10.1186/s12984-024-01494-8,31cfec05c61688ae72639c14aaf35e64d908a6d0,10.1016/j.jbiomech.2014.11.048
10.1186/s12984-024-01494-8,26b95f0a59eba6d22966a66859c1a780de8535be,10.5664/jcsm.4108
10.1186/s12984-024-01494-8,0de100e3bba8047f420e4f98f55cfbf0dfb58793,10.1097/NPT.0000000000000046
10.1186/s12984-024-01494-8,9ce44bc86198e5d61ded53fdefeb606153ee99a4,10.1155/2014/524096
10.1186/s12984-024-01494-8,ec02bff3242c348fc8f68e3d6938dcf59fe225c3,10.1371/journal.pone.0077370
10.1186/s12984-024-01494-8,4422ed32ba11d4872f33955439a4946f7f618980,10.1177/1545968311420845
10.1186/s12984-024-01494-8,d4a23c4b54d731c7f0afcf4c7fa543151dadc30c,10.1016/j.neuron.2011.10.008
10.1186/s12984-024-01494-8,103e118bf922851be1bc2b3182875b0e414510b7,10.1007/s00426-011-0335-6
10.1186/s12984-024-01494-8,2cdea531475a04369fab924414b512df9b3fbbb5,10.1161/STROKEAHA.110.586917
10.1186/s12984-024-01494-8,9a0b35871bbe9afa94e50b3986ffe190833b22e3,10.1016/j.cub.2010.04.035
10.1186/s12984-024-01494-8,9f0ab09c545d62c2a244d1459eefc0cdb24381e7,10.1016/j.neulet.2008.12.040
10.1186/s12984-024-01494-8,b64684022c4f4372fcd58efe9f5d6c815b97450c,10.1177/1545968308326631
10.1186/s12984-024-01494-8,8cddd49b327fc14aa99110913e452f61d9f35815,10.1016/j.clineuro.2007.11.004
10.1186/s12984-024-01494-8,8006e1dec96295811a79d26afba1b6c82ca20288,10.1310/tsr1501-1
10.1186/s12984-024-01494-8,209327db1f702f98815d7f1208646838a17f5947,10.1161/STROKEAHA.107.492413
10.1186/s12984-024-01494-8,190114ef4e972f6ac0c7e1c9f890aea9a5a9cfc8,10.1097/01.WCO.0000200544.29915.CC
10.1186/s12984-024-01494-8,e2e5e5691342c193830658f13fcbf39c722ca3fe,10.1161/01.STR.0000054630.33395.E2
10.1186/s12984-024-01494-8,77fe3e1c6c3d973ea6b21224b65cdc5a4ca2f63d,10.1046/j.1528-1157.2002.21002.x
10.1186/s12984-024-01494-8,53e9cf30d3fcfbc7deecdd493aecb66d72300f98,10.1046/j.1365-2869.2002.00316.x
10.1186/s12984-024-01494-8,23c3e8f386651ac263d4675845674f013cff3da4,10.1073/pnas.222536799
10.1186/s12984-024-01494-8,d6819852fa6731af9ad742615bd901512bc8733d,10.1002/ana.10274
10.1186/s12984-024-01494-8,fed16dec1d1117b84007b81275384b13ae7bd8eb,10.1093/BRAIN/AWF021
10.1186/s12984-024-01494-8,2e1e20e264ea4d8297535164ad7fcdc9929dc3dc,10.1016/S0028-3932(98)00145-6
10.1186/s12984-024-01494-8,f018b6c4be59e8e6fd4addbd0f70eb23a35f3e7a,10.1093/BRAIN/118.2.495
10.1186/s12984-024-01494-8,ad285bf7fbb338cd5b4839a8d5b8503d0bbea175,10.1093/ptj/pzab250
10.1186/s12984-024-01494-8,0257846140209373280a514610f954b685ce6179,10.1152/jn.00552.2012
10.1186/s12984-024-01494-8,fc70e4c4b06b3ae14bcf73078ea686daef867d99,10.1093/PTJ/86.1.30
10.1186/s12984-024-01494-8,655b16dd6a81b71b33168ae1914b6bdd7ddd30d8,
10.1038/s41598-024-59445-1,c6b762f0174da5cc570859b051ada506ac5eb313,10.1101/2023.05.08.539850
10.1038/s41598-024-59445-1,1ae01b7d7c452bcf86af49fb53ac8ed2ee7cae92,10.1038/s41598-023-32068-8
10.1038/s41598-024-59445-1,63732258a5689230d42188e2e6e8637dc610331d,10.7554/eLife.62578
10.1038/s41598-024-59445-1,7474de9e465b594c5b5fa88659fc1246e243a3c4,10.1101/2021.06.14.448375
10.1038/s41598-024-59445-1,ae4f7115ad3319e3d01071a458be64fc41c4df49,10.1101/2021.05.28.446174
10.1038/s41598-024-59445-1,26ec6253606a6d05e543c56eb179de70b6fe6c34,10.1101/2021.03.14.435278
10.1038/s41598-024-59445-1,936287eec85b2bd5dbc42724b8d01eb2488687c2,10.51628/001c.26985
10.1038/s41598-024-59445-1,5b710c855ebb422647f370167e4dd08cef154e8a,10.1101/2020.09.29.319350
