DOI,Citing Paper ID,Paper DOI
10.1212/wnl.57.12.2248,b5d1104de4858d49a265843381d97e7ab4437d56,10.1007/978-1-4419-0092-0_11
10.1212/wnl.57.12.2248,347be4402b00ec336eee29ff72e3dcfd18bdb159,10.1038/sj.jhh.1002205
10.1212/wnl.57.12.2248,03737536a5b041d56ca48ebbeb23f8023bb32008,10.2165/00002512-200421020-00001
10.1016/j.visres.2020.05.008,a4ad4b5b21f6a6fb6a39b47c88bd4dd9a8def14d,10.3389/fpsyg.2023.1146675
10.1016/j.visres.2020.05.008,6f730fe500915e1fa9d45aa58653597c9e8708a4,10.1007/s11065-023-09588-1
10.1016/j.visres.2020.05.008,a527ed4ae339751aa5b6fb76cb86d9ec5d00c89d,10.1177/03010066221123149
10.1016/j.visres.2020.05.008,8da75c6980345af165f059d81c6953db2487157c,10.3390/brainsci12010081
10.1016/j.visres.2020.05.008,5171d58bb3aadb955e71b157f89aba9cb6f76844,10.1016/j.tics.2021.08.002
10.1016/j.visres.2020.05.008,1fee6cad898035839bda897d63e70da6004fcbe1,10.1109/TCDS.2021.3059045
10.1016/j.avsg.2023.12.101,68d922b02fe3a38677359c2c4352cf408164aa44,10.1016/j.avsg.2025.06.047
10.1016/j.avsg.2023.12.101,d40a9c651310f889f12ed5f1b08b92e25c172f46,10.1016/j.jvs.2024.09.037
10.1016/j.avsg.2023.12.101,e80ebbc5003eb643f6b72e44789228799fbcb0c6,10.1016/j.avsg.2024.07.082
10.1111/jir.12630,13abeb1a6e1d9ef214ed9474e0634181b7092d8c,10.1002/bin.70040
10.1111/jir.12630,299213502e998cd7d77ed428abe71bc1b63a3f90,10.3390/bs15070870
10.1111/jir.12630,99f73a6064a7c6c0336f33abe9f13ee59c3354eb,10.1007/s10864-025-09582-y
10.1111/jir.12630,9df1309f2ac839f3d550cd9c1bb408af60040e03,10.1111/jar.70023
10.1111/jir.12630,82d2a648524d21cffe9baf45777bab503c0963d3,10.1007/s10864-024-09569-1
10.1111/jir.12630,16a9131fd36fd4ce38f06df6cb8b818919ae5e02,10.1186/s12913-024-10994-1
10.1111/jir.12630,8f26f639d2d385af3f4b24c1fa2d651aa14baa22,10.1007/s10803-023-05896-w
10.1111/jir.12630,57ec371cc87338fcb37be004730a808ee1c8dd84,10.1136/bmjopen-2022-061736
10.1111/jir.12630,0991ffe53c66fc3a846ef68e464ac2b373f0bda5,10.1177/17446295211022124
10.1111/jir.12630,a2499e6920bcdeed51389fcae8a37e0b6d26194f,10.1080/20473869.2020.1827209
10.1111/jir.12630,1982847c3eca1df5c12e31bb884d8c9bc2f1d77d,10.1080/20473869.2020.1793650
10.1111/jir.12630,9b981966ca7a4d43e4b6d4a800b2211c3dfbcc20,
10.1111/jir.12630,e675942f09bd17084dbb11c7c8fc0f087b3c3cbf,10.12794/metadc1873870
10.1016/j.clinph.2017.10.041,d38efad99092c00a2dc7ce15895049f676915067,10.1016/j.neubiorev.2025.106281
10.1016/j.clinph.2017.10.041,cf7b847e2d797a10c5da786767f7621564804a92,10.1016/j.jbmt.2025.05.014
10.1016/j.clinph.2017.10.041,c3b618bdf7df8813e33a4187f5fbaad486fcd944,10.1186/s12984-025-01546-7
10.1016/j.clinph.2017.10.041,59e3b4be1677193b987f80f88e2ec73deed75d58,10.1016/j.arr.2024.102569
10.1016/j.clinph.2017.10.041,ae9b648662aaee6df973e31ba809f553ca40fd16,10.1007/s10072-024-07768-2
10.1016/j.clinph.2017.10.041,c757645d789cd78eac171185238b8f1d58ddecd1,10.3389/fnhum.2024.1305446
10.1016/j.clinph.2017.10.041,9c78c6400efbbb97a49ce20b7593e72bc9b8514e,10.17309/tmfv.2024.1.17
10.1016/j.clinph.2017.10.041,b36a418663294584a99bd6510b1b08f06d801667,10.1111/ejn.16173
10.1016/j.clinph.2017.10.041,85a8c0bf78be0801bd5e79039f13c0495c87d1b9,10.1186/s12967-023-03989-9
10.1016/j.clinph.2017.10.041,c88b2e451d9df95658fa2e08214a5403e3e516c2,10.3389/fnagi.2022.1060791
10.1016/j.clinph.2017.10.041,c5453a81fb5469eb8b954011e49c73a746f1c8af,10.12968/ijtr.2021.0158
10.1016/j.clinph.2017.10.041,80d212704a1ca2c9a4d7bd7f13c6050c1fd8f3b1,10.1515/revneuro-2022-0073
10.1016/j.clinph.2017.10.041,b3833b4454caccbcacc45fb21f6dffccacd4c7d5,10.3389/fnhum.2022.758891
10.1016/j.clinph.2017.10.041,628368a7c0bf0f98e6392ba72ad609ee988cdcc8,10.1016/j.msksp.2021.102432
10.1016/j.clinph.2017.10.041,9304def55e76f5093770692ddd43a1f970720384,10.1155/2021/6696341
10.1016/j.clinph.2017.10.041,d6999ab315b39737ce68a0b2b830bb1e6a2505cc,10.1101/2021.01.25.428100
10.1016/j.clinph.2017.10.041,2039eaf72ed1ad51717f533e29cdfae4050f485e,10.1016/j.ynirp.2021.100009
10.1016/j.clinph.2017.10.041,1102cf401284098ca96ac6b78c396d79337a1317,10.1016/j.clinph.2020.04.010
10.1016/j.clinph.2017.10.041,a4404bbf450d0a12a5fe1a262c9b8cced390f244,10.1016/j.archger.2020.104063
10.1016/j.clinph.2017.10.041,52417203ab8a57f045a23fe83f8dd4157a70e953,10.3389/fnins.2019.01213
10.1016/j.clinph.2017.10.041,eede513f0aebeeac2b1dd20800937efd57f72b0c,10.3389/fnagi.2018.00335
10.1016/j.clinph.2017.10.041,4b57946f87ac34c58e9d7ec9e30120517b3a45ee,10.1016/j.clinph.2017.12.001
10.1016/j.clinph.2017.10.041,945d8083867d5707090c30490e3231531e3fd5ac,
10.1523/jneurosci.4064-13.2014,7e136402a606add30f490f133c6c358fddeae076,10.1007/s12021-025-09730-9
10.1523/jneurosci.4064-13.2014,249fa46df350bccc1dd624f0b05b687b71c8511a,10.1016/j.neuroscience.2025.02.006
10.1523/jneurosci.4064-13.2014,ad3abe37b747e217ee166614837d616490c4bbc5,10.1186/s13063-024-08458-2
10.1523/jneurosci.4064-13.2014,9c29d15c2e6ae1cba1bf0b24d8c98551b865056d,10.1063/5.0250953
10.1523/jneurosci.4064-13.2014,0eb4145e8b93bcf92db79c006dccc6d37d33686a,10.7554/elife.80875
10.1523/jneurosci.4064-13.2014,a7dfd7f0689a17a2d1a21db9162ebf202a8b7c6a,10.1016/j.celrep.2023.112072
10.1523/jneurosci.4064-13.2014,43402c1f6baeffa929e884fee3733ce9793f7cbe,10.1007/s12311-022-01493-2
10.1523/jneurosci.4064-13.2014,5d85d0710ddc00dcfa6ab5e720a55e81db70eb90,10.1186/s12967-022-03576-4
10.1523/jneurosci.4064-13.2014,10304b5bdcf387ce886a4feb159fa1b070d71a0b,10.1371/journal.pcbi.1010564
10.1523/jneurosci.4064-13.2014,3cdc29ea1c7daa7f118159d96e1af21f2468e672,10.1002/glia.24143
10.1523/jneurosci.4064-13.2014,7e23205d548bf372aa5043bcbb1826831fac23e7,10.1016/j.isci.2021.103705
10.1523/jneurosci.4064-13.2014,c266464f52cb355c7c14c0652a347e8cd41d5e1d,10.1038/s41467-021-22405-8
10.1523/jneurosci.4064-13.2014,c10b08b319fad5c8991ea9b49f4fd09f58cb3103,10.1101/2021.01.12.426386
10.1523/jneurosci.4064-13.2014,031c99cda258d9a73304b157cfa0659caae60826,10.1002/jnr.24712
10.1523/jneurosci.4064-13.2014,908cde3c2a460b9f9fa3f28824ed80cdf6fca2f3,10.3389/fnmol.2020.00132
10.1523/jneurosci.4064-13.2014,f9e4ec1fadae3aa47262462bd9a1c7c44054853f,10.1007/s12311-020-01164-0
10.1523/jneurosci.4064-13.2014,1ff467ddf417a1fa20fe376d0f5aac078bf486ae,10.1101/2020.06.22.164830
10.1523/jneurosci.4064-13.2014,05a656404256c12cee4bab50ff262c807e7fb467,10.3390/ijms21093316
10.1523/jneurosci.4064-13.2014,779d1f18c73536bb2f00a5aafe6878f927eb8f55,10.1007/s12311-020-01125-7
10.1523/jneurosci.4064-13.2014,603dea0a7ce2f6074750f53fac21468bf531e652,10.1016/j.nlm.2019.02.005
10.1523/jneurosci.4064-13.2014,29d03ee24a229a9312fec7b326d1f6921ce457f7,10.3390/ijms21061948
10.1523/jneurosci.4064-13.2014,f64849b72ab2303b38d717c157856c917b47b01c,10.3389/fncel.2019.00539
10.1523/jneurosci.4064-13.2014,00e17f1b224c1f64e64913f64a1a5f442ece0362,10.17352/jnnsd.000032
10.1523/jneurosci.4064-13.2014,8e511621ffc85ba36172a011d7bb94ef79b95f9d,10.1113/JP277727
10.1523/jneurosci.4064-13.2014,3b0ccddd5b1248482131792ce01c19c2742bd0fd,10.1016/j.bbalip.2018.08.006
10.1523/jneurosci.4064-13.2014,edba21702c8b1ac0965cb5c86ace52ba55d1e5bd,10.1371/journal.pone.0201322
10.1523/jneurosci.4064-13.2014,b411267d02c59a48b5c2c67b1405cbf2b0ed1c82,10.3389/fnsyn.2018.00045
10.1523/jneurosci.4064-13.2014,da4d20dc39235f2a9b7ea892d253f9f5a866e1a7,10.1113/JP276794
10.1523/jneurosci.4064-13.2014,a27436d25012f845d46953f7017ac6dbbba36fb2,10.1016/j.conb.2017.12.020
10.1523/jneurosci.4064-13.2014,5dff1dea36ebbe596696ef6bbe0990762ecd487b,10.1523/JNEUROSCI.2152-17.2018
10.1523/jneurosci.4064-13.2014,f360f2028c35e1e4d968981f78921dbe7d2bcb0c,10.1152/jn.00175.2018
10.1523/jneurosci.4064-13.2014,d7cb6bc239527c328dbf6fd8890c5e01efbc04bf,10.1007/s00429-017-1514-z
10.1523/jneurosci.4064-13.2014,8202d54951ff8281365481a33b10cea15ccd7554,10.1523/ENEURO.0270-17.2018
10.1523/jneurosci.4064-13.2014,bc2ac34bbe4ef0d8c9e207db2dc5a3cc43802c21,10.1016/j.celrep.2017.12.084
10.1523/jneurosci.4064-13.2014,39cf13c63700f2d5f8c74d11049a0fbc07cb952b,10.1523/JNEUROSCI.1223-17.2017
10.1523/jneurosci.4064-13.2014,4a7b68aca56f150764986e39a1efb5c000f61ab0,10.3934/NEUROSCIENCE.2017.4.189
10.1523/jneurosci.4064-13.2014,bfc5490b2f1efda1a63a5d5da6c6cd888ef814fa,10.5772/67267
10.1523/jneurosci.4064-13.2014,df5c6c688e140f0ccf9238792cac5e222999d5f6,10.1016/j.neuron.2016.11.046
10.1523/jneurosci.4064-13.2014,8c8009a5ed8686024c2412ff27471d378a1df929,10.1007/s00429-016-1355-1
10.1523/jneurosci.4064-13.2014,a7df62dfd99f219ed9e0351854e8575900b22117,10.1038/srep30899
10.1523/jneurosci.4064-13.2014,0369a8c56574e200070354933fe541ff3dd56494,10.1080/00207144.2016.1171093
10.1523/jneurosci.4064-13.2014,46770f6bfdcd9b02f1356e28008c6bb05a2ad067,10.1007/s12311-015-0701-9
10.1523/jneurosci.4064-13.2014,77c8ddf598dfdaa0ccf06d7c8033f7f11d283d45,10.1016/j.celrep.2016.03.004
10.1523/jneurosci.4064-13.2014,475db11789ce0af8a70ae4c055e44943d4663d5b,10.1007/s12311-016-0764-2
10.1523/jneurosci.4064-13.2014,6d9568ad47fd6484b15da60283d7b8c9886bd161,10.4137/JEN.S39887
10.1523/jneurosci.4064-13.2014,5017e949032210a50b0e5806ee4448c749d915fd,10.1016/j.neuroscience.2015.10.033
10.1523/jneurosci.4064-13.2014,1268e23227067b3151590760cd3afbe1b97e9e1c,10.1073/pnas.1512915112
10.1523/jneurosci.4064-13.2014,e7bfde48d7d3d6483644cd3393d69b8023da74b9,10.1007/s11064-015-1754-3
10.1523/jneurosci.4064-13.2014,b06973d9e884934af68784d1833d1dff59939a53,10.1155/2015/602356
10.1523/jneurosci.4064-13.2014,06a72f40b980a024575c27106654dddc168146fa,
10.1523/jneurosci.4064-13.2014,1517d872ac958cfea875e7d8456f0bd2a80e1a41,10.1007/s12311-015-0671-y
10.1523/jneurosci.4064-13.2014,c687166eaacaa570806f5b8c945cf8848aa31c92,10.3389/fnsyn.2015.00001
10.1523/jneurosci.4064-13.2014,a6674f4992c938964d9d412132d385548ba4e6e0,10.1016/j.neuropharm.2014.08.016
10.1523/jneurosci.4064-13.2014,df5c3bafee25ec8f6c28608a46e868c2d4d4800c,10.1038/srep07827
10.1523/jneurosci.4064-13.2014,c01044e19788d1502123e1b7075ee0c4c1eb685b,10.1007/s12311-014-0635-7
10.1523/jneurosci.4064-13.2014,8e88117bbed23aac0eba5269189f2e1a7444051d,10.1007/s12311-014-0629-5
10.1523/jneurosci.4064-13.2014,0699634117d63fe8c553e5100512cbfc6b20199b,10.1016/j.conb.2014.03.017
10.1523/jneurosci.4064-13.2014,6b5333abc9c68a31ffc31601f85f3f83295bdc4f,
10.1523/jneurosci.4064-13.2014,7b3f2c6f047a612bee1ff433c20dbc5e5b4c5ccc,
10.1523/jneurosci.4064-13.2014,0595e956181a989d4b73dcf50e2a5a5ea715c7d6,10.3389/978-2-88945-891-2
10.1523/jneurosci.4064-13.2014,79d1c65d7ce736dc8a7343221f73c3bead4c898b,10.1097/WNR.0000000000000933
10.1523/jneurosci.4064-13.2014,14d78ea83b76d52f47c6d15332cbebdfc88f8c40,
10.1523/jneurosci.4064-13.2014,01ed26d9df1c0a6ca44204f03a1cf3d0c75b63c7,
10.1523/jneurosci.4064-13.2014,e4083cf7a72f9b9501d1e947a0c820f3c304c8d7,10.1007/978-3-319-24551-5_43
10.1523/jneurosci.4064-13.2014,0cf158a538ed5c2b00337d35fb6f5a3e37421b92,
10.1016/j.bbr.2008.11.012,83d2a958ae8358b0821ffa851652917202876ce0,10.1038/s41598-025-15161-y
10.1016/j.bbr.2008.11.012,0e7e62b27cd4f10fc0875b35c9984826e1e5d50d,10.1038/s41539-025-00345-y
10.1016/j.bbr.2008.11.012,548b93a1688cac66f84ee2d1857cb460a0ccaf48,10.1007/s11682-025-01040-7
10.1016/j.bbr.2008.11.012,a8ed98b491528ccfe9817bd82bc3732a8dd16472,10.1002/jnr.70067
10.1016/j.bbr.2008.11.012,dbac42dbc4ffb145bbdc630ddc5f69bfbb7112db,10.1007/s00337-025-01168-z
10.1016/j.bbr.2008.11.012,ae80bdca1ee0ba7565b43701d75f807a0bc4e068,10.1101/2023.10.19.563198
10.1016/j.bbr.2008.11.012,29162e9b2e37d874188a58db8f6c699e4dfc3814,10.1016/j.jneuroling.2024.101243
10.1016/j.bbr.2008.11.012,affb346c6ae888a9a817ed2bf64b48593b2450be,10.1145/3706598.3714183
10.1016/j.bbr.2008.11.012,c90486b93e5fed52fd26172b02bea60b620ab0a7,10.13166/jms/202621
10.1016/j.bbr.2008.11.012,c8cb92a79f43e871724341bb42718db358751f73,10.1007/s00415-025-13065-5
10.1016/j.bbr.2008.11.012,9638be8214a0482f4de3fddf3d6a63e1733d718e,10.1016/j.archger.2025.105866
10.1016/j.bbr.2008.11.012,2ea159dc1c40d4d9e36e263ae022b9950722ae49,10.3390/jcm14072315
10.1016/j.bbr.2008.11.012,9c90c313ae13d6fbe2a6ef2ef8a6a9965bfbc7f8,10.1038/s41598-025-89261-0
10.1016/j.bbr.2008.11.012,96d013c41d6ab432d3b2e949c01c4fcaec7ad4ed,10.1038/s41598-025-88777-9
10.1016/j.bbr.2008.11.012,6f8e31ba9e646a5cdb3f4c4f36d7d207fa9bfe71,10.3390/brainsci15020162
10.1016/j.bbr.2008.11.012,b1f8c6846036c465dc33b0486d988092bf91cc69,10.1101/2025.01.09.25320277
10.1016/j.bbr.2008.11.012,4774b53faba2d387f17cf02dfda5ad401dacf44f,10.1007/s12311-024-01783-x
10.1016/j.bbr.2008.11.012,38344c9ed3d73425ebef4e69b6085124a3173da6,10.3389/fpsyg.2024.1476297
10.1016/j.bbr.2008.11.012,d834dc449db9a77f5899e084249fbf07fc15fe0d,10.1002/hbm.70098
10.1016/j.bbr.2008.11.012,c09736c252165b27515d12a6de2a621d8684c47f,10.3389/fnins.2024.1433867
10.1016/j.bbr.2008.11.012,baf761e75b52b06dae72cc0384f2ccd089cb115f,10.1038/s42003-024-07197-z
10.1016/j.bbr.2008.11.012,acde09b23a7dae94629f4c5818d601200eed8c33,10.1038/s41593-024-01792-3
10.1016/j.bbr.2008.11.012,d0ca14f1014e6765f0ecab773e69378a1c1e708b,10.1016/j.neubiorev.2024.105936
10.1016/j.bbr.2008.11.012,2aebcdb86e414fb3a52ef8b1047fb98e8263b43b,10.1093/cercor/bhae434
10.1016/j.bbr.2008.11.012,31975d259c37d993e82891e20624b4f4bfd8b322,10.1371/journal.pone.0326692
10.1016/j.bbr.2008.11.012,edff7b728fbf11bdf4b95384c8e86cc65a32ab08,10.3390/brainsci14101016
10.1016/j.bbr.2008.11.012,4cb3f33eab18731d6c315aeba3261b16f3c5eb6f,10.1080/2050571X.2024.2317027
10.1016/j.bbr.2008.11.012,dd18fb1f961270f584a2969fb685d5833405f2c0,10.3389/fnbeh.2024.1466696
10.1016/j.bbr.2008.11.012,24adc93f23b34a8edf7b8a7f8493a2dfb521c567,10.1093/scan/nsae064
10.1016/j.bbr.2008.11.012,4348f1b221d6e35f251bb729d43717d8dc12387e,10.1111/ejn.70161
10.1016/j.bbr.2008.11.012,48f664c428b394ad5564d5b42ebc146b9e4131af,10.3758/s13415-024-01207-7
10.1016/j.bbr.2008.11.012,13c9240e99d57d59e3f82215d6773a79d2c30a9f,10.1016/j.bandc.2024.106204
10.1016/j.bbr.2008.11.012,4520da428f44c89baa2775c0220e4e56ea56ae5b,10.3390/jpm14070687
10.1016/j.bbr.2008.11.012,10cd2827e47cda7302f6f6cff32b29d82d54f230,10.1016/j.cobeha.2024.101376
10.1016/j.bbr.2008.11.012,be353a074f07c35981c56fc6c532282909af8144,10.1177/11795735241266601
10.1016/j.bbr.2008.11.012,c376cd48a9973da01c218907d5aab006fe1a45d3,10.3389/fnhum.2024.1383714
10.1016/j.bbr.2008.11.012,c08f9af9c78cf1725ea1e412bb7ba4bb890f3076,10.1111/lang.12652
10.1016/j.bbr.2008.11.012,77e0c4d64589636ea882cb0db56d261b258905d9,10.21275/sr24506125151
10.1016/j.bbr.2008.11.012,4164f3fb753b9d409a0e3c257dba876edfafc8b8,10.1523/JNEUROSCI.0832-24.2024
10.1016/j.bbr.2008.11.012,51f50cfe966d71a92fd14396929887599231613a,10.1162/jocn_a_02173
10.1016/j.bbr.2008.11.012,a6f8ccb74a67de272d5ad73ec7ccafbdd7ecb0f3,10.1162/netn_a_00374
10.1016/j.bbr.2008.11.012,74369d0a590153afecb0fd1e5c082880822ff718,10.1044/2024_JSLHR-23-00516
10.1016/j.bbr.2008.11.012,fdf929fda5e2652d395d1a74902114fab0f2c0be,10.1097/TGR.0000000000000433
10.1016/j.bbr.2008.11.012,daf4a8e68db6b8c85965acc96ec8f4e2f3c5389f,10.3390/brainsci14040405
10.1016/j.bbr.2008.11.012,31c18ea7786aa7829b3a44c04b610a2df1cceab0,10.3390/brainsci14040350
10.1016/j.bbr.2008.11.012,8e8af66f109128f11ed640ce41c63b0a6ee0c27b,10.1038/s41598-024-57285-7
10.1016/j.bbr.2008.11.012,4360e1d6d766e5952ec71f46a4b2ea250103012e,10.1038/s41562-024-01843-6
10.1016/j.bbr.2008.11.012,8bab40b85990446eeaf13f9e4ad21a47d130625d,10.3389/fnhum.2024.1295859
10.1016/j.bbr.2008.11.012,bfd89ba3bc58f417d349919cdd1a61af198c5835,10.3390/life14020203
10.1016/j.bbr.2008.11.012,5d8a53fe28082458a0a734c4af68b2f362461b21,10.1162/jocn_a_02116
10.1016/j.bbr.2008.11.012,b48ab4bebc81a5b2236cc6862de15c03149ccfed,10.1101/2024.01.16.575884
10.1016/j.bbr.2008.11.012,8ee26f1810165f387b9dd366065447078c50b2c4,10.1101/2024.01.15.575623
10.1016/j.bbr.2008.11.012,ea7b784009881a2601c49f6bbb6502d6ba005b92,10.3389/fnagi.2023.1296323
10.1016/j.bbr.2008.11.012,1420e888af1220b65d888e7f76948cd4b53ac9bb,10.1002/brb3.3383
10.1016/j.bbr.2008.11.012,c857a27c1fea1cd319b5a4dc1d1a8ea27c55e665,10.1101/2023.12.06.23299579
10.1016/j.bbr.2008.11.012,e5be2cabf147febb9ae7eb02f628b4298483b1d1,10.1101/2023.12.04.569889
10.1016/j.bbr.2008.11.012,22047af5b533dade7190895fd762064ab419424a,10.3390/prosthesis5040083
10.1016/j.bbr.2008.11.012,fadccfa86890ed84e5bcb90b730e5ced96e034a2,10.1038/s41598-023-47435-8
10.1016/j.bbr.2008.11.012,b36a418663294584a99bd6510b1b08f06d801667,10.1111/ejn.16173
10.1016/j.bbr.2008.11.012,6c7bcbe85e3bf4a08e08b58a2c3d255e765c1c4d,10.1093/cercor/bhad379
10.1016/j.bbr.2008.11.012,1b658c98e338a03e90c90f442c9f3d3fc2d8b6a9,10.1016/j.nlm.2023.107846
10.1016/j.bbr.2008.11.012,a27dc4fd97feb11724c6e6f41e187f6a7b6bc633,10.1016/j.neuropsychologia.2023.108681
10.1016/j.bbr.2008.11.012,20d442c5c584b4977945a2026a5c41f4d4cdcc2c,10.3390/biomedicines11082218
10.1016/j.bbr.2008.11.012,efea2918955fdfe339a55d152278218b1459269f,10.1016/j.neucom.2023.126740
10.1016/j.bbr.2008.11.012,1bd634994ae94a1c876c4542c532f996e7bccebc,10.1007/s00406-023-01645-3
10.1016/j.bbr.2008.11.012,b92a4919e7d4bbcbb2e920c31c976cfb6f5977f8,10.3233/JPD-230038
10.1016/j.bbr.2008.11.012,e03fc881cede615e3a2c7b1ede87e4eba9ee85d9,10.1002/brb3.3049
10.1016/j.bbr.2008.11.012,19b01fa9b2e637d4a7ee7b6a09698898707f79d2,10.3389/fnhum.2023.1173993
10.1016/j.bbr.2008.11.012,db94598cf0db6dbe342de1be40d13c2c0371bd0e,10.3389/fnhum.2023.1117889
10.1016/j.bbr.2008.11.012,e3217abfa03e54cb7e0f83f84aaa239a66e9ca45,10.7759/cureus.41914
10.1016/j.bbr.2008.11.012,92c3b4f524cc41200b6bf03880087fe4ed22db47,10.1017/S0305000923000260
10.1016/j.bbr.2008.11.012,d43586acbae25a7222e5b63396eb7a4e6f7329d3,10.1101/2023.01.19.524710
10.1016/j.bbr.2008.11.012,233734b00932f900113850477bb5a9c1dcb3e46d,10.1016/j.neuroimage.2023.120174
10.1016/j.bbr.2008.11.012,d50f3162b04bf2133d292c57c5a11ceed0af9803,10.1111/ejn.16031
10.1016/j.bbr.2008.11.012,47562c36f5500f30d3e43b42ece1ed0e319c541f,10.1016/j.neuroimage.2023.120188
10.1016/j.bbr.2008.11.012,887f3732a766f4aeae2555d0b5cd922576657592,10.1007/s00415-023-11669-3
10.1016/j.bbr.2008.11.012,dda13a29d15b7ec3cdc0b2f32be49f71c90ac63f,10.1093/braincomms/fcad070
10.1016/j.bbr.2008.11.012,56e532e52ace56b994c17d49457188f4f076808f,10.1101/2023.03.09.531360
10.1016/j.bbr.2008.11.012,416b509bc61ba92daea4868147cacbf1ae4e8d13,10.1177/00315125221150100
10.1016/j.bbr.2008.11.012,6b9ed83e8b35c2df5dd5ea89a810ec65326977ed,10.1075/jsls.00019.vei
10.1016/j.bbr.2008.11.012,fa7c31ab00239b0f404de08dd0fd95960378bf86,10.1002/jnr.25311
10.1016/j.bbr.2008.11.012,4fbb45a52e1e7eafa3281f62a7a0f2fdcc070501,10.1002/ejp.2096
10.1016/j.bbr.2008.11.012,b7b5182f258167b88b59c412f1dfcc6863dd7ea3,10.3389/fpsyg.2023.1092051
10.1016/j.bbr.2008.11.012,c44566089660e09b763ebd925a7de7e9b7459746,10.1101/2023.01.05.522181
10.1016/j.bbr.2008.11.012,7dfaa50a2bfa9365c7e27035e7967c8bef801e71,10.1016/j.ynpai.2023.100114
10.1016/j.bbr.2008.11.012,15c5f41d5a0d2f90ff2ff6da8c6c0ae16b9d9e05,10.1177/15459683221147006
10.1016/j.bbr.2008.11.012,3e4a3f411ec7358bc09802b406d306f6b56a480b,10.3390/brainsci13010137
10.1016/j.bbr.2008.11.012,41ca3413ffb7633f6777eb92f6c910bd51642d08,10.1093/cercor/bhac489
